FEN,Evaluation
3r1rk1/1p3qpp/5p2/2Bn4/P7/1P4P1/5PBP/R2Q2K1 b - - 2 27,0
3rr1k1/1p3qpp/5p2/2Bn4/P7/1P4P1/5PBP/R2Q2K1 w - - 3 28,65
3rr1k1/1p3qpp/5p2/2Bn4/P7/1P3QP1/5PBP/R5K1 b - - 4 28,0
3rr1k1/1pq3pp/5p2/2Bn4/P7/1P3QP1/5PBP/R5K1 w - - 5 29,0
3rr1k1/1pq3pp/5p2/3n4/P7/BP3QP1/5PBP/R5K1 b - - 6 29,-47
3rr1k1/1p4pp/5p2/3nq3/P7/BP3QP1/5PBP/R5K1 w - - 7 30,0
3rr1k1/1p4pp/5p2/3nq3/P7/BP3QP1/5PBP/5RK1 b - - 8 30,-53
3rr1k1/6pp/1p3p2/3nq3/P7/BP3QP1/5PBP/5RK1 w - - 0 31,-19
3rr1k1/6pp/1p3p2/3nq3/P6P/BP3QP1/5PB1/5RK1 b - - 0 31,-86
3rr1k1/6pp/1p3p2/3n4/P6P/BPq2QP1/5PB1/5RK1 w - - 1 32,-52
3rr1k1/6pp/1p3p2/3n4/P6P/BPq2QP1/5PB1/2R3K1 b - - 2 32,-121
3r2k1/6pp/1p3p2/3n4/P6P/BPq2QP1/5PB1/2R1r1K1 w - - 3 33,-37
3r2k1/6pp/1p3p2/3n4/P6P/BPq2QP1/5PB1/4R1K1 b - - 0 33,-115
3r2k1/6pp/1p3p2/3n4/P6P/BP3QP1/5PB1/4q1K1 w - - 0 34,-28
3r2k1/6pp/1p3p2/3n4/P6P/BP3QP1/5PBK/4q3 b - - 1 34,-102
3r2k1/6pp/1p3p2/3nq3/P6P/BP3QP1/5PBK/8 w - - 2 35,10
3r2k1/6pp/1p3p2/3nq3/P6P/BP1Q2P1/5PBK/8 b - - 3 35,0
3r2k1/7p/1p3pp1/3nq3/P6P/BP1Q2P1/5PBK/8 w - - 0 36,59
3r2k1/7p/1p3pp1/3nq3/P6P/1P1Q2P1/5PBK/2B5 b - - 1 36,0
3r2k1/7p/1p2qpp1/3n4/P6P/1P1Q2P1/5PBK/2B5 w - - 2 37,74
3r2k1/7p/1p2qpp1/3n4/P6P/1P1Q2P1/1B3PBK/8 b - - 3 37,0
6k1/7p/1p1rqpp1/3n4/P6P/1P1Q2P1/1B3PBK/8 w - - 4 38,106
6k1/7p/1p1rqpp1/3n4/P6P/BP1Q2P1/5PBK/8 b - - 5 38,22
6k1/3r3p/1p2qpp1/3n4/P6P/BP1Q2P1/5PBK/8 w - - 6 39,40
6k1/3r3p/1p2qpp1/3n4/P1Q4P/BP4P1/5PBK/8 b - - 7 39,0
6k1/2nr3p/1p2qpp1/8/P1Q4P/BP4P1/5PBK/8 w - - 8 40,106
6k1/2nr3p/1p2qpp1/8/PQ5P/BP4P1/5PBK/8 b - - 9 40,0
3r2k1/2n4p/1p2qpp1/8/PQ5P/BP4P1/5PBK/8 w - - 10 41,39
3r2k1/2n4p/1p2qpp1/8/PQ5P/1P4P1/1B3PBK/8 b - - 11 41,0
3r2k1/2n4p/1p1q1pp1/8/PQ5P/1P4P1/1B3PBK/8 w - - 12 42,13
3r2k1/2n4p/1p1q1pp1/8/P6P/1PQ3P1/1B3PBK/8 b - - 13 42,0
3rn1k1/7p/1p1q1pp1/8/P6P/1PQ3P1/1B3PBK/8 w - - 14 43,76
3rn1k1/7p/1p1q1pp1/8/P1Q4P/1P4P1/1B3PBK/8 b - - 15 43,17
3rn3/6kp/1p1q1pp1/8/P1Q4P/1P4P1/1B3PBK/8 w - - 16 44,65
3rn3/6kp/1p1q1pp1/8/P3Q2P/1P4P1/1B3PBK/8 b - - 17 44,0
3r4/2n3kp/1p1q1pp1/8/P3Q2P/1P4P1/1B3PBK/8 w - - 18 45,0
3r4/2n3kp/1p1q1pp1/7P/P3Q3/1P4P1/1B3PBK/8 b - - 0 45,-49
3r4/2n3kp/1p3pp1/2q4P/P3Q3/1P4P1/1B3PBK/8 w - - 1 46,59
3r4/2n3kp/1p3ppP/2q5/P3Q3/1P4P1/1B3PBK/8 b - - 0 46,0
3r4/2n2k1p/1p3ppP/2q5/P3Q3/1P4P1/1B3PBK/8 w - - 1 47,73
3r4/2n2k1p/1p3ppP/2q5/P4Q2/1P4P1/1B3PBK/8 b - - 2 47,0
3r4/2n2k1p/1p3ppP/7q/P4Q2/1P4P1/1B3PBK/8 w - - 3 48,0
3r4/2n2k1p/1p3ppP/7q/P4Q2/1P4PB/1B3P1K/8 b - - 4 48,0
3r4/5k1p/1p3ppP/3n3q/P4Q2/1P4PB/1B3P1K/8 w - - 5 49,0
3r4/5k1p/1p3ppP/3n3q/P3Q3/1P4PB/1B3P1K/8 b - - 6 49,0
4r3/5k1p/1p3ppP/3n3q/P3Q3/1P4PB/1B3P1K/8 w - - 7 50,0
4r3/5k1p/1p3ppP/3n3q/P1Q5/1P4PB/1B3P1K/8 b - - 8 50,0
4r3/5k1p/1p3ppP/3n4/P1Q5/1P3qPB/1B3P1K/8 w - - 9 51,0
4r3/5k1p/1p3ppP/3n4/P1Q5/1P3qP1/1B3PBK/8 b - - 10 51,0
4r3/5k1p/1p3ppP/3n3q/P1Q5/1P4P1/1B3PBK/8 w - - 11 52,0
4r3/5k1p/1p3ppP/3n3q/P1Q5/1P4P1/1B3PB1/6K1 b - - 16 54,-251
8/5k1p/1p3ppP/3n3q/P1Q5/1P4P1/1B3PB1/4r1K1 w - - 17 55,-203
8/5k1p/1p3ppP/3n3q/P1Q5/1P4P1/1B3P2/4rBK1 b - - 18 55,-228
8/5k1p/1p3ppP/3n4/P1Q5/1P4P1/1B3P2/3qrBK1 w - - 19 56,0
8/5k1p/1p3ppP/3n4/P1Q5/1PB3P1/5P2/3qrBK1 b - - 20 56,-505
8/5k1p/1p3ppP/3n4/P1Q5/1PB3P1/5P2/3q1rK1 w - - 0 57,-490
8/5k1p/1p3ppP/3n4/P7/1PB3P1/5P2/3q1QK1 b - - 0 57,-531
8/5k1p/1p3ppP/3n4/P7/1PB3P1/5P2/5qK1 w - - 0 58,-507
8/5k1p/1p3ppP/3n4/P7/1PB3P1/5P2/5K2 b - - 0 58,-511
8/5k1p/1p3ppP/8/P7/1Pn3P1/5P2/5K2 w - - 0 59,-500
8/5k1p/1p3ppP/8/P7/1Pn3P1/5P2/4K3 b - - 1 59,-544
8/7p/1p2kppP/8/P7/1Pn3P1/5P2/4K3 w - - 2 60,-522
r1bqkb1r/pp3ppp/2nPpn2/8/Q7/2P2N2/PP3PPP/RNB1KB1R b KQkq - 2 9,-62
r1bqk2r/pp3ppp/2nbpn2/8/Q7/2P2N2/PP3PPP/RNB1KB1R w KQkq - 0 10,-34
r1bqk2r/pp3ppp/2nbpn2/8/Q7/2P2N2/PP2BPPP/RNB1K2R b KQkq - 1 10,-79
r1bqk2r/pp3pp1/2nbpn1p/8/Q7/2P2N2/PP2BPPP/RNB1K2R w KQkq - 0 11,-13
r1bqk2r/pp3pp1/2nbpn1p/8/Q7/2P2N2/PP2BPPP/RNB2RK1 b kq - 1 11,-53
r1bq1rk1/pp3pp1/2nbpn1p/8/Q7/2P2N2/PP2BPPP/RNB2RK1 w - - 2 12,-5
r1bq1rk1/pp3pp1/2nbpn1p/8/Q7/2P2N2/PP2BPPP/RNBR2K1 b - - 3 12,-50
r1b2rk1/pp2qpp1/2nbpn1p/8/Q7/2P2N2/PP2BPPP/RNBR2K1 w - - 4 13,0
r1b2rk1/pp2qpp1/2nbpn1p/8/Q7/2P2N2/PP1NBPPP/R1BR2K1 b - - 5 13,-60
r1b2rk1/pp2qpp1/2nb1n1p/4p3/Q7/2P2N2/PP1NBPPP/R1BR2K1 w - - 0 14,-16
r1b2rk1/pp2qpp1/2nb1n1p/4p3/Q1N5/2P2N2/PP2BPPP/R1BR2K1 b - - 1 14,-45
r1b2rk1/ppb1qpp1/2n2n1p/4p3/Q1N5/2P2N2/PP2BPPP/R1BR2K1 w - - 2 15,-37
r1b2rk1/ppb1qpp1/2n2n1p/4p3/QPN5/2P2N2/P3BPPP/R1BR2K1 b - - 0 15,-120
r1b2rk1/ppb1qpp1/2n2n1p/8/QPN1p3/2P2N2/P3BPPP/R1BR2K1 w - - 0 16,-99
r1b2rk1/ppb1qpp1/2n2n1p/8/QPNNp3/2P5/P3BPPP/R1BR2K1 b - - 1 16,-177
r1b2rk1/ppb1qpp1/5n1p/4n3/QPNNp3/2P5/P3BPPP/R1BR2K1 w - - 2 17,-69
r1b2rk1/ppb1qpp1/5n1p/1P2n3/Q1NNp3/2P5/P3BPPP/R1BR2K1 b - - 0 17,-148
r1b2rk1/ppb1qpp1/7p/1P2n3/Q1NNp1n1/2P5/P3BPPP/R1BR2K1 w - - 1 18,-99
r1b2rk1/ppb1qpp1/7p/1P2N3/Q2Np1n1/2P5/P3BPPP/R1BR2K1 b - - 0 18,-217
r1b2rk1/ppb2pp1/7p/1P2q3/Q2Np1n1/2P5/P3BPPP/R1BR2K1 w - - 0 19,-188
r1b2rk1/ppb2pp1/7p/1P2q3/Q2Np1n1/2P3P1/P3BP1P/R1BR2K1 b - - 0 19,-251
r1b2rk1/ppb2pp1/7p/1P5q/Q2Np1n1/2P3P1/P3BP1P/R1BR2K1 w - - 1 20,-213
r1b2rk1/ppb2pp1/7p/1P5q/Q2Np1nP/2P3P1/P3BP2/R1BR2K1 b - - 0 20,-266
r1b2rk1/ppb2pp1/6qp/1P6/Q2Np1nP/2P3P1/P3BP2/R1BR2K1 w - - 1 21,-229
r1b2rk1/ppb2pp1/6qp/1P6/Q2Np1BP/2P3P1/P4P2/R1BR2K1 b - - 0 21,-293
r4rk1/ppb2pp1/6qp/1P6/Q2Np1bP/2P3P1/P4P2/R1BR2K1 w - - 0 22,-257
r4rk1/ppb2pp1/6qp/1P6/Q2Np1bP/2P3P1/P4P2/R1B1R1K1 b - - 1 22,-279
r4rk1/ppb3p1/6qp/1P3p2/Q2Np1bP/2P3P1/P4P2/R1B1R1K1 w - - 0 23,-211
r4rk1/ppb3p1/6qp/1P3p2/2QNp1bP/2P3P1/P4P2/R1B1R1K1 b - - 1 23,-113
r5k1/ppb2rp1/6qp/1P3p2/2QNp1bP/2P3P1/P4P2/R1B1R1K1 w - - 2 24,-212
r5k1/ppb2rp1/4N1qp/1P3p2/2Q1p1bP/2P3P1/P4P2/R1B1R1K1 b - - 3 24,-183
r5k1/pp3rp1/4N1qp/1P2bp2/2Q1p1bP/2P3P1/P4P2/R1B1R1K1 w - - 4 25,-219
r5k1/pp3rp1/4N1qp/1P2bp2/2Q1pBbP/2P3P1/P4P2/R3R1K1 b - - 5 25,-147
r5k1/pp3rp1/4N1qp/1P3p2/2Q1pbbP/2P3P1/P4P2/R3R1K1 w - - 0 26,-46
r5k1/pp3rp1/6qp/1P3p2/2Q1pNbP/2P3P1/P4P2/R3R1K1 b - - 0 26,-131
r5k1/pp3rp1/1q5p/1P3p2/2Q1pNbP/2P3P1/P4P2/R3R1K1 w - - 1 27,-41
r5k1/pp3rp1/1q5p/1P1N1p2/2Q1p1bP/2P3P1/P4P2/R3R1K1 b - - 2 27,-88
r2q2k1/pp3rp1/7p/1P1N1p2/2Q1p1bP/2P3P1/P4P2/R3R1K1 w - - 3 28,-49
r2q2k1/pp3rp1/7p/1P3p2/2Q1p1bP/2P1N1P1/P4P2/R3R1K1 b - - 4 28,-134
r2q2k1/pp3rp1/7p/1P3p2/2Q1p2P/2P1NbP1/P4P2/R3R1K1 w - - 5 29,-13
r2q2k1/pp3rp1/4Q2p/1P3p2/4p2P/2P1NbP1/P4P2/R3R1K1 b - - 6 29,-163
r2q2k1/pp3rp1/4Q2p/1P6/4pp1P/2P1NbP1/P4P2/R3R1K1 w - - 0 30,-250
r2q2k1/pp3rp1/4Q2p/1P3N2/4pp1P/2P2bP1/P4P2/R3R1K1 b - - 1 30,-511
r5k1/pp3rp1/4Qq1p/1P3N2/4pp1P/2P2bP1/P4P2/R3R1K1 w - - 2 31,0
r5k1/pp3rp1/5Q1p/1P3N2/4pp1P/2P2bP1/P4P2/R3R1K1 b - - 0 31,-68
r5k1/pp4p1/5r1p/1P3N2/4pp1P/2P2bP1/P4P2/R3R1K1 w - - 0 32,-15
r5k1/pp4p1/5r1p/1P6/3Npp1P/2P2bP1/P4P2/R3R1K1 b - - 1 32,-60
r5k1/pp4p1/5r1p/1P6/3Np2P/2P2bp1/P4P2/R3R1K1 w - - 0 33,4
r5k1/pp4p1/5r1p/1P6/3Np2P/2P2bP1/P7/R3R1K1 b - - 0 33,-14
r5k1/pp6/5r1p/1P4p1/3Np2P/2P2bP1/P7/R3R1K1 w - - 0 34,13
r5k1/pp6/5r1p/1P4p1/4p2P/2P2NP1/P7/R3R1K1 b - - 0 34,-13
r5k1/pp6/7p/1P4p1/4p2P/2P2rP1/P7/R3R1K1 w - - 0 35,0
r5k1/pp6/7p/1P4p1/4p2P/2P2rP1/P5K1/R3R3 b - - 1 35,-13
4r1k1/pp6/7p/1P4p1/4p2P/2P2rP1/P5K1/R3R3 w - - 2 36,0
4r1k1/pp6/7p/1P4p1/4R2P/2P2rP1/P5K1/R7 b - - 0 36,-10
4r1k1/pp6/7p/1P4p1/4R2P/2P3r1/P5K1/R7 w - - 0 37,-13
4r1k1/pp6/7p/1P4p1/4R2P/2P3K1/P7/R7 b - - 0 37,0
6k1/pp6/7p/1P4p1/4r2P/2P3K1/P7/R7 w - - 0 38,-7
6k1/pp6/7p/1P4P1/4r3/2P3K1/P7/R7 b - - 0 38,-13
6k1/pp6/8/1P4p1/4r3/2P3K1/P7/R7 w - - 0 39,0
6k1/pp6/8/1P4p1/4r3/2P2K2/P7/R7 b - - 1 39,-30
6k1/pp6/8/1P4p1/2r5/2P2K2/P7/R7 w - - 2 40,-3
6k1/pp6/8/1P4p1/2r5/2P2K2/P7/2R5 b - - 3 40,-118
8/pp3k2/8/1P4p1/2r5/2P2K2/P7/2R5 w - - 4 41,-75
8/pp3k2/8/1P4p1/2r5/2P2K2/P7/3R4 b - - 5 41,-118
8/pp6/4k3/1P4p1/2r5/2P2K2/P7/3R4 w - - 6 42,-84
3R4/pp6/4k3/1P4p1/2r5/2P2K2/P7/8 b - - 7 42,-145
3R4/pp6/4k3/1P4p1/8/2r2K2/P7/8 w - - 0 43,-114
3R4/pp6/4k3/1P4p1/6K1/2r5/P7/8 b - - 1 43,-145
3R4/pp6/4k3/1Pr3p1/6K1/8/P7/8 w - - 2 44,-30
R7/pp6/4k3/1Pr3p1/6K1/8/P7/8 b - - 3 44,-98
R7/pp6/4k3/1r4p1/6K1/8/P7/8 w - - 0 45,-13
8/Rp6/4k3/1r4p1/6K1/8/P7/8 b - - 0 45,-27
8/Rp6/3k4/1r4p1/6K1/8/P7/8 w - - 1 46,0
8/Rp6/3k4/1r4p1/P5K1/8/8/8 b - - 0 46,-13
8/Rp6/1r1k4/6p1/P5K1/8/8/8 w - - 1 47,0
8/Rp6/1r1k4/P5p1/6K1/8/8/8 b - - 0 47,-13
8/Rp6/3k4/Pr4p1/6K1/8/8/8 w - - 1 48,0
8/Rp6/P2k4/1r4p1/6K1/8/8/8 b - - 0 48,-13
8/R7/Pp1k4/1r4p1/6K1/8/8/8 w - - 0 49,0
8/6R1/Pp1k4/1r4p1/6K1/8/8/8 b - - 1 49,-13
8/6R1/Pp1k4/r5p1/6K1/8/8/8 w - - 2 50,-13
8/P5R1/1p1k4/r5p1/6K1/8/8/8 b - - 0 50,-13
8/P5R1/1pk5/r5p1/6K1/8/8/8 w - - 1 51,0
8/P4R2/1pk5/r5p1/6K1/8/8/8 b - - 2 51,-19
8/P4R2/2k5/rp4p1/6K1/8/8/8 w - - 0 52,-55
8/P4R2/2k5/rp4K1/8/8/8/8 b - - 0 52,-47
8/P4R2/1k6/rp4K1/8/8/8/8 w - - 1 53,-64
8/P4R2/1k6/rp6/5K2/8/8/8 b - - 2 53,-644
8/r4R2/1k6/1p6/5K2/8/8/8 w - - 0 54,-251
5R2/r7/1k6/1p6/5K2/8/8/8 b - - 1 54,-446
5R2/4r3/1k6/1p6/5K2/8/8/8 w - - 2 55,-879
1R6/4r3/1k6/1p6/5K2/8/8/8 b - - 3 55,-625
1R6/4r3/8/1pk5/5K2/8/8/8 w - - 4 56,-1205
2R5/4r3/8/1pk5/5K2/8/8/8 b - - 5 56,-446
2R5/4r3/8/1p6/1k3K2/8/8/8 w - - 6 57,-932
1R6/4r3/8/1p6/1k3K2/8/8/8 b - - 7 57,-1180
1R6/4r3/8/1p6/2k2K2/8/8/8 w - - 8 58,-4797
7R/4r3/8/1p6/5K2/1k6/8/8 b - - 11 59,-4797
7R/4r3/8/8/1p3K2/1k6/8/8 w - - 0 60,-4797
8/4r3/8/8/1p3K2/1k5R/8/8 b - - 1 60,-4797
8/4r3/8/8/1p3K2/7R/1k6/8 w - - 2 61,-5298
8/4r3/8/8/1p3K2/8/1k5R/8 b - - 3 61,-5291
8/4r3/8/8/1p3K2/k7/7R/8 w - - 4 62,-4797
8/4r3/8/8/1p3K2/k6R/8/8 b - - 5 62,-5354
8/4r3/8/8/5K2/kp5R/8/8 w - - 0 63,-5364
7R/4r3/8/8/5K2/kp6/8/8 b - - 1 63,-5359
7R/4r3/8/8/5K2/k7/1p6/8 w - - 0 64,-5350
r1bqkb1r/pp2pppp/1nnp4/4P3/7Q/2P2N2/PP3PPP/RNB1KB1R w KQkq - 0 8,36
r1bqkb1r/pp2pppp/1nnp4/4P3/5B1Q/2P2N2/PP3PPP/RN2KB1R b KQkq - 1 8,-74
r1bqkb1r/pp2pppp/1nn5/4p3/5B1Q/2P2N2/PP3PPP/RN2KB1R w KQkq - 0 9,-44
r1bqkb1r/pp2pppp/1nn5/4N3/5B1Q/2P5/PP3PPP/RN2KB1R b KQkq - 0 9,-95
r1bqkb1r/pp2pppp/1n6/4n3/5B1Q/2P5/PP3PPP/RN2KB1R w KQkq - 0 10,39
r1bqkb1r/pp2pppp/1n6/4B3/7Q/2P5/PP3PPP/RN2KB1R b KQkq - 0 10,-63
r1b1kb1r/pp2pppp/1n6/3qB3/7Q/2P5/PP3PPP/RN2KB1R w KQkq - 1 11,-23
r1b1kb1r/pp2pppp/1n6/3qB3/3Q4/2P5/PP3PPP/RN2KB1R b KQkq - 2 11,-67
r1b1kb1r/pp2p1pp/1n3p2/3qB3/3Q4/2P5/PP3PPP/RN2KB1R w KQkq - 0 12,-28
r1b1kb1r/pp2p1pp/1n3p2/3QB3/8/2P5/PP3PPP/RN2KB1R b KQkq - 0 12,-49
r1b1kb1r/pp2p1pp/5p2/3nB3/8/2P5/PP3PPP/RN2KB1R w KQkq - 0 13,-13
r1b1kb1r/pp2p1pp/5p2/3n4/8/2P3B1/PP3PPP/RN2KB1R b KQkq - 1 13,-104
r1b1kb1r/pp4pp/5p2/3np3/8/2P3B1/PP3PPP/RN2KB1R w KQkq - 0 14,-52
r1b1kb1r/pp4pp/5p2/3np3/8/2P3B1/PP2BPPP/RN2K2R b KQkq - 1 14,-100
r3kb1r/pp4pp/5p2/3npb2/8/2P3B1/PP2BPPP/RN2K2R w KQkq - 2 15,-38
r3kb1r/pp4pp/5p2/3npb2/8/2P3B1/PP2BPPP/RN3RK1 b kq - 3 15,-75
2kr1b1r/pp4pp/5p2/3npb2/8/2P3B1/PP2BPPP/RN3RK1 w - - 4 16,-71
2kr1b1r/pp4pp/5p2/3npb2/8/2P3B1/PP2BPPP/RN1R2K1 b - - 5 16,-117
2kr3r/pp4pp/5p2/2bnpb2/8/2P3B1/PP2BPPP/RN1R2K1 w - - 6 17,-54
2kr3r/pp4pp/5p2/2bnpb2/8/2P3B1/PP1NBPPP/R2R2K1 b - - 7 17,-101
2kr3r/pp4pp/5p2/2b1pb2/5n2/2P3B1/PP1NBPPP/R2R2K1 w - - 8 18,-42
2kr3r/pp4pp/5p2/2b1pb2/5B2/2P5/PP1NBPPP/R2R2K1 b - - 0 18,-77
2kr3r/pp4pp/5p2/2b2b2/5p2/2P5/PP1NBPPP/R2R2K1 w - - 0 19,0
2kr3r/pp4pp/5p2/2b2b2/5p2/1NP5/PP2BPPP/R2R2K1 b - - 1 19,-73
2kr3r/pp4pp/1b3p2/5b2/5p2/1NP5/PP2BPPP/R2R2K1 w - - 2 20,-27
2kr3r/pp4pp/1b3p2/5b2/3N1p2/2P5/PP2BPPP/R2R2K1 b - - 3 20,-70
2kr3r/pp4pp/5p2/5b2/3b1p2/2P5/PP2BPPP/R2R2K1 w - - 0 21,-39
2kr3r/pp4pp/5p2/5b2/3P1p2/8/PP2BPPP/R2R2K1 b - - 0 21,-78
2krr3/pp4pp/5p2/5b2/3P1p2/8/PP2BPPP/R2R2K1 w - - 1 22,-24
2krr3/pp4pp/5p2/5b2/3P1p2/8/PP2BPPP/R2R1K2 b - - 2 22,-70
2krr3/pp5p/5p2/5bp1/3P1p2/8/PP2BPPP/R2R1K2 w - - 0 23,0
2krr3/pp5p/5p2/5bp1/3P1p2/8/PP1RBPPP/R4K2 b - - 1 23,-71
2krr3/pp5p/5p2/5b2/3P1pp1/8/PP1RBPPP/R4K2 w - - 0 24,39
2krr3/pp5p/5p2/1B3b2/3P1pp1/8/PP1R1PPP/R4K2 b - - 1 24,-46
2kr4/pp5p/4rp2/1B3b2/3P1pp1/8/PP1R1PPP/R4K2 w - - 2 25,-9
2kr4/pp5p/4rp2/5b2/3P1pp1/3B4/PP1R1PPP/R4K2 b - - 3 25,-45
2kr4/pp5p/4rp2/8/3P1pp1/3b4/PP1R1PPP/R4K2 w - - 0 26,-23
2kr4/pp5p/4rp2/8/3P1pp1/3R4/PP3PPP/R4K2 b - - 0 26,-60
2k5/pp5p/4rp2/3r4/3P1pp1/3R4/PP3PPP/R4K2 w - - 1 27,-55
2k5/pp5p/4rp2/3r4/3P1pp1/3R4/PP3PPP/4RK2 b - - 2 27,-83
2k5/pp5p/5p2/3r4/3P1pp1/3R4/PP3PPP/4rK2 w - - 0 28,-54
2k5/pp5p/5p2/3r4/3P1pp1/3R4/PP3PPP/4K3 b - - 0 28,-60
8/pp1k3p/5p2/3r4/3P1pp1/3R4/PP3PPP/4K3 w - - 1 29,-15
8/pp1k3p/5p2/3r4/3P1pp1/3R4/PP1K1PPP/8 b - - 2 29,-103
8/1p1k3p/5p2/p2r4/3P1pp1/3R4/PP1K1PPP/8 w - - 0 30,0
8/1p1k3p/5p2/p2r4/3P1pp1/3R3P/PP1K1PP1/8 b - - 0 30,-52
8/1p1k3p/5p2/p2r4/3P2p1/3R1p1P/PP1K1PP1/8 w - - 0 31,0
8/1p1k3p/5p2/p2r4/3P2P1/3R1p2/PP1K1PP1/8 b - - 0 31,-13
8/1p1k3p/5p2/p2r4/3P2P1/3R4/PP1K1Pp1/8 w - - 0 32,-8
8/1p1k3p/5p2/p2r4/3P2P1/6R1/PP1K1Pp1/8 b - - 1 32,-7
8/1p1k3p/5p2/p7/3r2P1/6R1/PP1K1Pp1/8 w - - 0 33,-11
8/1p1k3p/5p2/p7/3r2P1/2K3R1/PP3Pp1/8 b - - 1 33,-13
8/1p1k3p/5p2/p7/r5P1/2K3R1/PP3Pp1/8 w - - 2 34,0
8/1p1k3p/5p2/p7/r5P1/P1K3R1/1P3Pp1/8 b - - 0 34,-3
8/1p1k3p/5p2/p7/5rP1/P1K3R1/1P3Pp1/8 w - - 1 35,0
8/1p1k3p/5p2/p7/5rP1/P1K5/1P3PR1/8 b - - 0 35,-13
8/3k3p/5p2/pp6/5rP1/P1K5/1P3PR1/8 w - - 0 36,0
8/3k3p/5p2/pp6/5rP1/P1K5/1P3P1R/8 b - - 1 36,-13
8/3k3p/5p2/pp6/6r1/P1K5/1P3P1R/8 w - - 0 37,0
8/3k3R/5p2/pp6/6r1/P1K5/1P3P2/8 b - - 0 37,0
8/7R/3k1p2/pp6/6r1/P1K5/1P3P2/8 w - - 1 38,0
8/8/3k1p2/pp5R/6r1/P1K5/1P3P2/8 b - - 2 38,0
8/8/2k2p2/pp5R/6r1/P1K5/1P3P2/8 w - - 3 39,58
8/8/2k2p2/pp3R2/6r1/P1K5/1P3P2/8 b - - 4 39,54
8/8/2k2pr1/pp3R2/8/P1K5/1P3P2/8 w - - 5 40,84
8/8/2k2pr1/pp3R2/8/PPK5/5P2/8 b - - 0 40,57
8/8/2k2p1r/pp3R2/8/PPK5/5P2/8 w - - 1 41,62
8/8/2k2p1r/pp3R2/P7/1PK5/5P2/8 b - - 0 41,52
8/8/2k2p1r/p4R2/p7/1PK5/5P2/8 w - - 0 42,63
8/8/2k2p1r/p4R2/P7/2K5/5P2/8 b - - 0 42,86
8/8/1k3p1r/p4R2/P7/2K5/5P2/8 w - - 1 43,147
8/8/1k3p1r/p4R2/P1K5/8/5P2/8 b - - 2 43,129
8/8/1k3pr1/p4R2/P1K5/8/5P2/8 w - - 3 44,180
8/8/1k3pr1/p4R2/P1K2P2/8/8/8 b - - 0 44,105
8/8/1k3p1r/p4R2/P1K2P2/8/8/8 w - - 1 45,155
8/8/1k3p1r/pR6/P1K2P2/8/8/8 b - - 2 45,143
8/8/k4p1r/pR6/P1K2P2/8/8/8 w - - 3 46,172
8/8/k4p1r/p2R4/P1K2P2/8/8/8 b - - 4 46,96
8/8/1k3p1r/p2R4/P1K2P2/8/8/8 w - - 5 47,180
8/8/1k1R1p1r/p7/P1K2P2/8/8/8 b - - 6 47,162
8/1k6/3R1p1r/p7/P1K2P2/8/8/8 w - - 7 48,178
8/1k6/3R1p1r/p4P2/P1K5/8/8/8 b - - 0 48,86
8/1k6/3R1p2/p4P2/P1K4r/8/8/8 w - - 1 49,111
8/1k6/3R1p2/pK3P2/P6r/8/8/8 b - - 2 49,150
8/1k6/3R1p2/pK3P2/P3r3/8/8/8 w - - 3 50,170
8/1k6/4Rp2/pK3P2/P3r3/8/8/8 b - - 4 50,126
8/1k6/4rp2/pK3P2/P7/8/8/8 w - - 0 51,5897
8/1k6/4Pp2/pK6/P7/8/8/8 b - - 0 51,5450
8/2k5/4Pp2/pK6/P7/8/8/8 w - - 1 52,4797
8/2k5/4Pp2/K7/P7/8/8/8 b - - 0 52,5942
8/8/3kPp2/K7/P7/8/8/8 w - - 1 53,5956
8/8/1K1kPp2/8/P7/8/8/8 b - - 2 53,5956
8/8/1K1kP3/5p2/P7/8/8/8 w - - 0 54,5966
8/8/1K1kP3/P4p2/8/8/8/8 b - - 0 54,5961
8/8/1K1kP3/P7/5p2/8/8/8 w - - 0 55,19
8/8/PK1kP3/8/5p2/8/8/8 b - - 0 55,23
8/8/PK1kP3/8/8/5p2/8/8 w - - 0 56,16
8/P7/1K1kP3/8/8/5p2/8/8 b - - 0 56,21
8/P7/1K1kP3/8/8/8/5p2/8 w - - 0 57,18
Q7/8/1K1kP3/8/8/8/5p2/8 b - - 0 57,15
Q7/8/1K1kP3/8/8/8/8/5q2 w - - 0 58,13
8/8/1KQkP3/8/8/8/8/5q2 b - - 1 58,15
8/8/1KQ1P3/4k3/8/8/8/5q2 w - - 2 59,12
8/4P3/1KQ5/4k3/8/8/8/5q2 b - - 0 59,12
rnbq1rk1/pp2bppp/3Pp3/2pn4/2BP4/2P2N2/PP3PPP/RNBQ1RK1 b - - 0 8,-13
rnbq1rk1/pp3ppp/3bp3/2pn4/2BP4/2P2N2/PP3PPP/RNBQ1RK1 w - - 0 9,82
rnbq1rk1/pp3ppp/3bp3/2pn2B1/2BP4/2P2N2/PP3PPP/RN1Q1RK1 b - - 1 9,38
rnbq1rk1/pp3ppp/3bpn2/2p3B1/2BP4/2P2N2/PP3PPP/RN1Q1RK1 w - - 2 10,75
rnbq1rk1/pp3ppp/3bpn2/2p3B1/2BP4/2P2N2/PP2QPPP/RN3RK1 b - - 3 10,0
